,location,bhk,total_sqft,bath,price
7402,Whitefield,4,4827.0,4.0,400.0
7403,Whitefield,2,1405.0,2.0,84.5
7405,Whitefield,4,3252.0,4.0,280.0
7407,Whitefield,2,1150.0,2.0,90.0
7408,Whitefield,4,2400.0,4.0,147.0
7410,Whitefield,1,624.0,1.0,35.0
7413,Whitefield,3,1700.0,3.0,95.0
7414,Whitefield,4,4960.0,4.0,400.0
7415,Whitefield,4,2928.0,4.0,198.0
7417,Whitefield,3,2700.0,5.0,175.0
7418,Whitefield,2,1216.0,2.0,84.0
7419,Whitefield,4,2882.0,5.0,204.0
7420,Whitefield,3,1840.0,3.0,140.0
7421,Whitefield,3,1778.0,3.0,122.0
7423,Whitefield,1,650.0,1.0,25.0
7424,Whitefield,4,2155.0,3.0,125.0
7425,Whitefield,1,905.0,1.0,52.0
7430,Whitefield,2,1216.0,2.0,75.0
7432,Whitefield,2,1255.0,2.0,77.0
7433,Whitefield,2,1216.0,2.0,73.0
7434,Whitefield,1,709.0,1.0,34.735
7438,Whitefield,3,1745.0,3.0,100.0
7439,Whitefield,4,3200.0,4.0,224.0
7441,Whitefield,1,825.0,1.0,44.9
7445,Whitefield,3,1870.0,3.0,138.0
7448,Whitefield,3,1862.0,3.0,125.0
7449,Whitefield,3,1655.0,3.0,113.0
7450,Whitefield,1,530.0,1.0,29.44
7452,Whitefield,1,905.0,1.0,50.0
7453,Whitefield,3,1600.0,3.0,82.0
7454,Whitefield,4,1230.0,4.0,80.0
7456,Whitefield,1,630.5,1.0,32.15
7457,Whitefield,1,905.0,1.0,52.0
7461,Whitefield,2,1216.0,2.0,83.0
7466,Whitefield,4,4075.0,5.0,226.0
7467,Whitefield,2,1216.0,2.0,75.0
7468,Whitefield,4,4000.0,4.0,380.0
7476,Whitefield,4,2856.0,5.0,158.5
7479,Whitefield,1,750.0,1.0,51.0
7482,Whitefield,2,1173.0,2.0,77.0
7483,Whitefield,3,1200.0,3.0,68.4
7487,Whitefield,4,3425.0,5.0,250.0
7490,Whitefield,4,2856.0,5.0,157.5
7492,Whitefield,3,2173.0,3.0,128.0
7494,Whitefield,1,905.0,1.0,62.0
7495,Whitefield,3,1870.0,3.0,138.0
7496,Whitefield,2,1320.0,2.0,99.26
7497,Whitefield,3,2901.0,4.0,190.0
7498,Whitefield,2,1485.0,2.0,96.51
7499,Whitefield,3,1755.0,3.0,101.0
7501,Whitefield,3,2225.0,3.0,149.0
7502,Whitefield,2,1250.0,2.0,82.0
7504,Whitefield,1,605.0,1.0,40.0
7507,Whitefield,3,2210.0,3.0,156.0
7508,Whitefield,2,1173.0,2.0,78.2
7509,Whitefield,3,1740.0,4.0,130.0
7510,Whitefield,2,1216.0,2.0,75.0
7512,Whitefield,3,1655.0,3.0,120.0
7513,Whitefield,4,4003.0,6.0,300.0
7515,Whitefield,2,1180.0,2.0,70.0
7517,Whitefield,3,2023.0,4.0,130.0
7518,Whitefield,3,2134.0,4.0,118.0
7521,Whitefield,1,905.0,1.0,60.0
7527,Whitefield,3,1452.0,3.0,90.0
7528,Whitefield,4,2850.0,5.0,240.0
7531,Whitefield,4,2830.0,5.0,190.0
7532,Whitefield,2,1295.0,2.0,78.5
7533,Whitefield,1,840.0,1.0,57.6
7534,Whitefield,1,640.0,1.0,19.83
7535,Whitefield,3,1991.0,3.0,104.0
7539,Whitefield,3,1655.0,3.0,97.0
7540,Whitefield,3,1850.0,3.0,150.0
7541,Whitefield,3,1200.0,3.0,67.77
7542,Whitefield,2,1290.0,2.0,90.0
7545,Whitefield,2,1216.0,2.0,75.0
7546,Whitefield,2,1356.0,2.0,94.84
7547,Whitefield,2,1338.0,2.0,103.0
7550,Whitefield,3,3450.0,4.0,208.0
7554,Whitefield,2,1267.0,2.0,90.33
7555,Whitefield,4,2400.0,4.0,143.0
7556,Whitefield,3,1836.0,3.0,125.0
7558,Whitefield,3,3596.0,3.0,200.0
7559,Whitefield,3,1275.0,2.0,65.0
7562,Whitefield,2,1216.0,2.0,82.0
7563,Whitefield,2,1495.0,3.0,88.0
7564,Whitefield,3,1564.0,3.0,103.0
7565,Whitefield,3,1585.0,3.0,84.0
7568,Whitefield,3,1558.0,3.0,90.0
7569,Whitefield,2,1216.0,2.0,75.0
7571,Whitefield,3,1704.0,3.0,120.0
7573,Whitefield,2,1256.0,2.0,73.0
7576,Whitefield,2,1300.0,2.0,78.0
7577,Whitefield,3,1570.0,3.0,88.0
7578,Whitefield,2,1216.0,2.0,84.03
7580,Whitefield,2,1216.0,2.0,72.5
7582,Whitefield,3,2025.0,4.0,115.0
7583,Whitefield,3,1346.0,2.0,100.0
7587,Whitefield,4,2990.0,3.0,198.0
7590,Whitefield,3,1720.0,3.0,98.97
7591,Whitefield,3,1600.0,3.0,95.0
7592,Whitefield,3,1655.0,3.0,108.0
7593,Whitefield,3,1740.0,3.0,95.0
7595,Whitefield,2,1350.0,2.0,88.0
7597,Whitefield,2,1216.0,2.0,80.0
7598,Whitefield,4,2900.0,4.0,225.0
7599,Whitefield,2,1340.0,2.0,101.0
7601,Whitefield,3,1500.0,3.0,78.57
7602,Whitefield,3,1626.0,3.0,85.0
7604,Whitefield,2,1100.0,2.0,65.0
7606,Whitefield,3,1270.0,2.0,65.0
7607,Whitefield,3,3117.0,3.0,261.0
7608,Whitefield,2,1216.0,2.0,73.0
7610,Whitefield,3,3150.0,3.0,290.0
7612,Whitefield,4,2956.0,5.0,234.0
7616,Whitefield,3,2247.0,3.0,145.0
7617,Whitefield,4,3940.0,5.0,265.0
7619,Whitefield,2,1160.0,2.0,67.0
7621,Whitefield,2,1180.0,2.0,77.0
7622,Whitefield,3,2140.0,3.0,139.0
7623,Whitefield,2,1314.0,2.0,84.0
7630,Whitefield,3,1431.0,3.0,85.0
7631,Whitefield,1,524.0,1.0,29.0
7632,Whitefield,4,2830.0,4.0,161.0
7633,Whitefield,4,2135.0,3.0,149.0
7635,Whitefield,4,3075.0,2.0,188.0
7636,Whitefield,3,1760.0,3.0,160.0
7637,Whitefield,3,1655.0,3.0,110.0
7638,Whitefield,1,840.0,1.0,57.0
7639,Whitefield,3,1725.0,3.0,106.0
7642,Whitefield,1,516.0,1.0,39.0
7644,Whitefield,4,6000.0,4.0,410.0
7645,Whitefield,3,1639.0,3.0,107.0
7646,Whitefield,3,1820.0,3.0,113.0
7648,Whitefield,4,3565.0,4.0,218.0
7649,Whitefield,4,3410.0,5.0,253.0
7652,Whitefield,4,4500.0,4.0,330.0
7653,Whitefield,2,1250.0,2.0,85.0
7655,Whitefield,2,1277.0,2.0,77.0
7656,Whitefield,3,1820.0,3.0,140.0
7657,Whitefield,4,3453.0,4.0,247.0
7663,Whitefield,3,2280.0,4.0,125.0
7664,Whitefield,4,2882.0,5.0,200.0
7666,Whitefield,3,1639.5,3.0,92.63
7669,Whitefield,2,1190.0,2.0,70.0
7671,Whitefield,2,1270.0,2.0,94.0
7672,Whitefield,2,1220.0,2.0,89.0
7675,Whitefield,3,3758.0,3.0,300.0
7680,Whitefield,2,1216.0,2.0,72.0
7682,Whitefield,4,5400.0,5.0,475.0
7683,Whitefield,3,1396.0,3.0,74.0
7692,Whitefield,3,1615.0,3.0,96.9
7698,Whitefield,2,1200.0,2.0,70.0
7701,Whitefield,2,1216.0,2.0,75.0
7703,Whitefield,3,2321.0,4.0,157.0
7704,Whitefield,2,1224.0,2.0,75.0
7705,Whitefield,3,1655.0,3.0,113.0
7707,Whitefield,5,4144.0,5.0,331.0
7711,Whitefield,3,1200.0,3.0,67.75
7712,Whitefield,4,2444.0,4.0,145.0
7713,Whitefield,2,1270.0,2.0,110.0
7714,Whitefield,3,1660.0,3.0,110.0
7715,Whitefield,2,1270.0,2.0,105.0
7717,Whitefield,4,1344.0,3.0,130.0
7718,Whitefield,2,1173.0,2.0,78.2
7719,Whitefield,2,1362.0,2.0,85.0
7721,Whitefield,3,1457.0,2.0,105.0
7722,Whitefield,3,1720.0,3.0,128.0
7726,Whitefield,3,1564.0,3.0,103.0
7730,Whitefield,3,1639.0,3.0,107.0
7731,Whitefield,3,1760.0,3.0,139.0
7732,Whitefield,1,613.0,1.0,48.0
7733,Whitefield,3,1730.0,3.0,125.0
7735,Whitefield,1,877.0,1.0,59.0
7739,Yelachenahalli,3,1464.0,2.0,105.0
7740,Yelachenahalli,2,2400.0,1.0,150.0
7741,Yelachenahalli,3,1700.0,3.0,130.0
7742,Yelachenahalli,2,1080.0,2.0,55.0
7743,Yelachenahalli,2,1400.0,2.0,78.0
7744,Yelachenahalli,3,1330.0,3.0,73.5
7745,Yelachenahalli,2,800.0,1.0,30.0
7746,Yelachenahalli,2,1100.0,2.0,60.0
7747,Yelachenahalli,3,1365.0,2.0,72.0
7748,Yelachenahalli,2,1103.0,2.0,55.0
7749,Yelachenahalli,2,1000.0,2.0,50.0
7751,Yelahanka,2,1326.0,2.0,78.0
7758,Yelahanka,3,1705.0,3.0,95.0
7759,Yelahanka,2,1234.0,2.0,80.0
7760,Yelahanka,2,1315.0,2.0,85.0
7761,Yelahanka,2,1170.0,2.0,62.5
7763,Yelahanka,1,697.0,1.0,45.0
7766,Yelahanka,3,2195.0,4.0,127.0
7768,Yelahanka,3,1614.0,3.0,95.0
7770,Yelahanka,1,628.0,1.0,24.0
7773,Yelahanka,1,654.0,1.0,38.4
7781,Yelahanka,3,1825.0,3.0,105.0
7782,Yelahanka,3,1603.0,3.0,96.0
7783,Yelahanka,2,1304.0,2.0,79.0
7789,Yelahanka,3,1517.0,3.0,76.3
7793,Yelahanka,2,1327.0,2.0,85.0
7796,Yelahanka,3,1566.0,3.0,97.0
7798,Yelahanka,2,1270.0,2.0,78.0
7799,Yelahanka,3,1400.0,2.0,80.54
7801,Yelahanka,2,1322.0,2.0,86.0
7802,Yelahanka,2,1100.0,2.0,70.0
7803,Yelahanka,2,1200.0,2.0,70.0
7805,Yelahanka,5,4000.0,5.0,220.0
7806,Yelahanka,4,2675.0,4.0,140.0
7808,Yelahanka,1,654.0,1.0,37.0
7809,Yelahanka,3,1465.0,3.0,80.01
7813,Yelahanka,3,1692.0,3.0,83.0
7818,Yelahanka,3,2145.0,3.0,125.0
7820,Yelahanka,2,1322.0,2.0,75.0
7823,Yelahanka,1,602.0,1.0,26.0
7824,Yelahanka,2,1100.0,2.0,60.0
7825,Yelahanka,3,1614.0,2.0,100.0
7826,Yelahanka,3,1890.0,3.0,108.0
7827,Yelahanka,3,1556.0,3.0,86.0
7828,Yelahanka,3,1610.0,4.0,85.0
7834,Yelahanka,3,1859.0,3.0,108.0
7836,Yelahanka,2,1322.0,2.0,80.0
7839,Yelahanka,4,2600.0,4.0,175.0
7840,Yelahanka,2,1305.0,2.0,78.0
7842,Yelahanka,3,1711.0,3.0,85.61
7843,Yelahanka,2,1315.0,2.0,75.0
7844,Yelahanka,6,3600.0,6.0,200.0
7846,Yelahanka,3,1614.0,3.0,95.0
7847,Yelahanka,3,1650.0,3.0,105.0
7852,Yelahanka,4,3990.0,4.0,260.0
7853,Yelahanka,3,1620.0,3.0,90.0
7854,Yelahanka,1,654.0,1.0,36.25
7855,Yelahanka,3,1614.0,3.0,93.0
7856,Yelahanka,1,694.0,1.0,30.84
7857,Yelahanka,2,1115.0,2.0,60.0
7858,Yelahanka,3,2317.0,4.0,140.0
7859,Yelahanka,3,1653.0,3.0,93.0
7860,Yelahanka,1,654.0,1.0,38.0
7862,Yelahanka,2,1445.0,2.0,82.0
7864,Yelahanka,1,602.0,1.0,38.0
7865,Yelahanka,1,697.0,1.0,35.0
7867,Yelahanka,1,682.0,1.0,36.23
7869,Yelahanka,3,1560.0,2.0,98.0
7870,Yelahanka,3,1780.0,3.0,107.0
7871,Yelahanka,3,1342.0,2.0,75.0
7872,Yelahanka,3,1823.0,3.0,103.0
7873,Yelahanka,3,1792.0,3.0,104.0
7874,Yelahanka,2,1304.0,2.0,69.97
7877,Yelahanka,2,1300.0,2.0,69.23
7878,Yelahanka,3,1705.0,3.0,91.0
7880,Yelahanka,3,1835.0,3.0,108.0
7881,Yelahanka,3,1847.0,3.0,92.0
7883,Yelahanka,3,1890.0,3.0,109.0
7884,Yelahanka,1,700.0,1.0,38.0
7885,Yelahanka,3,1491.0,3.0,85.0
7886,Yelahanka,4,2088.0,5.0,110.0
7889,Yelahanka,4,3019.0,6.0,190.0
7891,Yelahanka,3,1600.0,3.0,100.0
7895,Yelahanka,3,1705.0,3.0,85.0
7896,Yelahanka,3,1350.0,2.0,85.0
7897,Yelahanka,3,1633.0,3.0,110.0
7898,Yelahanka,1,827.5,1.0,42.535
7900,Yelahanka,3,1355.0,2.0,75.0
7903,Yelahanka,2,1104.0,2.0,58.0
7905,Yelahanka,2,1175.0,2.0,67.77
7906,Yelahanka,2,1322.0,2.0,77.9
7907,Yelahanka,1,602.0,1.0,33.0
7908,Yelahanka,2,1315.0,2.0,77.0
7911,Yelahanka,1,567.0,1.0,25.0
7913,Yelahanka,1,602.0,2.0,30.0
7915,Yelahanka,2,1234.0,2.0,80.0
7918,Yelahanka,2,1267.0,3.0,78.0
7919,Yelahanka,2,1360.0,2.0,78.19
7921,Yelahanka New Town,1,650.0,1.0,33.0
7922,Yelahanka New Town,1,500.0,1.0,20.0
7923,Yelahanka New Town,1,440.0,1.0,16.5
7924,Yelahanka New Town,3,1610.0,3.0,92.0
7925,Yelahanka New Town,3,1700.0,3.0,90.0
7926,Yelahanka New Town,1,650.0,1.0,20.0
7927,Yelahanka New Town,1,350.0,1.0,13.5
7929,Yelahanka New Town,2,1385.0,2.0,65.0
7930,Yelahanka New Town,1,500.0,2.0,24.0
7931,Yelahanka New Town,1,650.0,1.0,17.0
7932,Yelahanka New Town,1,450.0,1.0,16.0
7934,Yelahanka New Town,2,960.0,2.0,50.0
7936,Yelahanka New Town,3,1209.0,2.0,65.0
7937,Yelahanka New Town,3,1400.0,2.0,80.0
7938,Yelahanka New Town,1,450.0,1.0,15.0
7939,Yelahanka New Town,1,500.0,1.0,18.0
7940,Yelahanka New Town,3,1420.0,2.0,75.0
7942,Yelahanka New Town,2,2200.0,2.0,180.0
7943,Yelahanka New Town,1,488.0,1.0,20.0
7944,Yelahanka New Town,2,1100.0,2.0,58.0
7947,Yelahanka New Town,2,1000.0,2.0,44.0
7948,Yelahanka New Town,1,650.0,1.0,18.0
7950,Yelahanka New Town,3,1740.0,3.0,150.0
7951,Yelahanka New Town,2,1290.0,2.0,70.0
7953,Yelenahalli,2,1240.0,2.0,47.12
7954,Yelenahalli,2,1200.0,2.0,46.17
7956,Yelenahalli,2,1260.0,2.0,47.88
7958,Yelenahalli,2,1175.0,2.0,50.0
7959,Yelenahalli,3,1650.0,3.0,68.0
7960,Yelenahalli,2,1200.0,2.0,45.6
7961,Yelenahalli,2,1200.0,2.0,46.17
7962,Yelenahalli,2,1160.0,2.0,44.08
7964,Yeshwanthpur,3,1693.0,3.0,108.0
7965,Yeshwanthpur,1,667.0,1.0,36.85
7966,Yeshwanthpur,4,1950.0,4.0,130.0
7968,Yeshwanthpur,1,665.0,1.0,36.85
7972,Yeshwanthpur,1,671.0,1.0,36.85
7973,Yeshwanthpur,2,1277.5,2.0,95.815
7974,Yeshwanthpur,1,668.0,1.0,36.85
7975,Yeshwanthpur,2,1185.0,2.0,75.84
7976,Yeshwanthpur,2,1195.0,2.0,100.0
7977,Yeshwanthpur,3,1313.0,3.0,96.0
7978,Yeshwanthpur,2,1400.0,2.0,100.0
7981,Yeshwanthpur,1,673.0,1.0,36.85
7982,Yeshwanthpur,2,717.0,2.0,49.475
7985,Yeshwanthpur,1,605.0,1.0,41.745
7987,Yeshwanthpur,1,669.0,1.0,36.85
7989,Yeshwanthpur,3,3027.0,4.0,260.0
7992,Yeshwanthpur,1,670.0,1.0,36.85
7995,Yeshwanthpur,2,1240.0,2.0,80.0
7996,Yeshwanthpur,3,1713.0,3.0,110.0
7997,Yeshwanthpur,2,1144.0,2.0,67.0
7998,Yeshwanthpur,2,1541.0,2.0,130.0
8000,Yeshwanthpur,2,1362.0,2.0,100.0
8001,Yeshwanthpur,1,666.0,1.0,36.8
8002,Yeshwanthpur,3,1855.0,3.0,140.0
8004,Yeshwanthpur,2,1165.0,2.0,85.0
8007,Yeshwanthpur,3,1825.0,3.0,145.0
8009,Yeshwanthpur,1,994.0,2.0,54.67
8010,Yeshwanthpur,1,650.0,1.0,40.0
8011,Yeshwanthpur,3,1855.0,3.0,140.0
8012,Yeshwanthpur,3,1500.0,3.0,100.0
8017,Yeshwanthpur,1,674.0,1.0,36.85
8019,Yeshwanthpur,1,672.0,1.0,36.85
8022,Yeshwanthpur,2,1195.0,2.0,100.0
8023,Yeshwanthpur,3,1692.0,3.0,108.0
8025,Yeshwanthpur,6,2500.0,5.0,185.0
8030,Yeshwanthpur,3,1855.0,3.0,135.0
8031,Yeshwanthpur,3,1876.0,3.0,160.0
8033,other,3,2770.0,4.0,290.0
8036,other,1,600.0,1.0,38.0
8039,other,2,1500.0,2.0,185.0
8041,other,3,4395.0,3.0,240.0
8042,other,2,845.0,2.0,55.0
8043,other,3,2511.0,3.0,205.0
8044,other,3,1660.0,2.0,105.0
8047,other,3,1200.0,3.0,90.0
8051,other,2,782.0,2.0,55.68
8052,other,3,1800.0,3.0,120.0
8053,other,3,1413.0,2.0,75.0
8054,other,2,945.0,2.0,54.0
8055,other,3,1870.0,3.0,110.0
8056,other,3,1260.0,2.0,85.05
8058,other,3,2795.0,4.0,235.0
8060,other,3,1904.0,3.0,150.0
8061,other,3,2000.0,3.0,175.0
8064,other,3,1500.0,3.0,100.0
8066,other,3,1783.0,3.0,115.0
8067,other,3,912.0,2.0,70.0
8070,other,3,1580.0,3.0,100.0
8071,other,3,1415.0,3.0,78.0
8073,other,3,2405.0,4.0,260.0
8074,other,2,1500.0,2.0,115.0
8079,other,2,1060.0,2.0,60.0
8080,other,8,2600.0,8.0,180.0
8082,other,2,1285.0,2.0,72.5
8083,other,3,4050.0,3.0,280.0
8087,other,3,3045.0,3.0,170.0
8090,other,2,900.0,2.0,110.0
8095,other,3,1560.0,3.0,115.0
8098,other,4,1200.0,4.0,165.0
8100,other,3,1645.0,3.0,95.0
8101,other,2,1200.0,2.0,79.0
8103,other,3,1350.0,2.0,140.0
8104,other,3,1800.0,3.0,150.0
8106,other,3,1762.0,3.0,125.0
8108,other,3,1200.0,3.0,90.0
8109,other,3,2023.71,3.0,275.0
8115,other,3,2150.0,4.0,240.0
8118,other,4,3309.0,4.0,325.0
8119,other,11,5000.0,9.0,360.0
8121,other,2,1150.0,2.0,126.0
8124,other,2,1200.0,2.0,74.0
8127,other,3,1753.0,3.0,120.0
8129,other,2,720.0,2.0,45.0
8132,other,4,1200.0,3.0,165.0
8133,other,1,700.0,1.0,41.0
8135,other,3,1595.0,3.0,115.0
8136,other,2,1353.0,2.0,110.0
8137,other,1,1200.0,2.0,85.0
8140,other,3,1325.0,2.0,90.0
8143,other,2,1056.0,2.0,80.0
8146,other,3,1544.0,3.0,120.0
8148,other,1,540.0,1.0,36.0
8149,other,3,1578.0,3.0,180.0
8151,other,2,1600.0,2.0,115.0
8152,other,1,416.0,1.0,18.5
8155,other,1,834.0,1.0,60.0
8156,other,3,1125.0,4.0,70.0
8157,other,4,3000.0,5.0,260.0
8158,other,6,2160.0,5.0,250.0
8160,other,1,469.0,1.0,25.0
8165,other,2,1630.0,2.0,200.0
8167,other,3,1200.0,2.0,70.0
8168,other,3,1350.0,3.0,77.0
8169,other,4,4046.0,4.0,445.0
8170,other,3,1180.0,2.0,78.34
8171,other,2,1355.0,2.0,115.0
8172,other,1,600.0,1.0,50.0
8173,other,3,1875.0,3.0,165.0
8174,other,2,600.0,2.0,55.0
8177,other,3,1750.0,3.0,120.0
8180,other,3,1092.0,2.0,98.5
8183,other,3,1855.0,3.0,225.0
8187,other,1,425.0,1.0,20.03
8189,other,1,600.0,1.0,60.0
8190,other,2,1468.0,2.0,140.0
8191,other,4,4300.0,5.0,550.0
8193,other,2,775.0,2.0,55.0
8195,other,1,1276.0,2.0,93.0
8197,other,3,1352.0,3.0,135.0
8199,other,4,1200.0,3.0,95.0
8200,other,3,1976.0,3.0,184.0
8201,other,4,5500.0,4.0,600.0
8203,other,3,1200.0,3.0,95.0
8206,other,2,1180.0,2.0,69.0
8207,other,1,686.0,1.0,17.0
8209,other,4,1500.0,4.0,180.0
8211,other,2,1282.0,2.0,87.0
8213,other,3,1500.0,2.0,95.0
8214,other,2,1300.0,1.0,115.0
8215,other,1,530.0,1.0,20.0
8216,other,2,1350.0,2.0,80.0
8218,other,8,2400.0,6.0,125.0
8220,other,2,1141.0,2.0,62.0
8222,other,1,1276.0,1.0,110.0
8224,other,1,950.0,1.0,40.0
8231,other,3,1480.0,3.0,90.0
8232,other,3,1600.0,3.0,90.0
8234,other,4,1200.0,4.0,135.0
8236,other,3,1500.0,3.0,115.0
8237,other,3,1824.0,3.0,125.0
8238,other,1,750.0,1.0,56.25
8245,other,4,6000.0,5.0,400.0
8246,other,3,2400.0,3.0,170.0
8248,other,3,1500.0,2.0,98.0
8249,other,3,3095.0,3.0,350.0
8251,other,1,1200.0,1.0,28.0
8252,other,3,1500.0,3.0,100.0
8254,other,5,1560.0,5.0,145.0
8256,other,3,1560.0,3.0,188.0
8259,other,1,485.0,1.0,15.0
8265,other,3,1200.0,3.0,130.0
8266,other,2,1050.0,2.0,67.0
8267,other,3,1596.0,3.0,105.0
8271,other,3,1200.0,3.0,85.0
8272,other,2,1132.0,2.0,67.0
8274,other,3,1515.0,3.0,88.0
8277,other,2,1380.0,2.0,80.0
8280,other,4,4346.0,5.0,500.0
8282,other,3,2200.0,3.0,187.0
8283,other,3,3329.0,3.0,330.0
8284,other,4,3600.0,4.0,300.0
8285,other,4,3500.0,3.0,450.0
8287,other,2,1093.0,2.0,65.0
8289,other,3,1535.0,3.0,95.0
8291,other,2,1100.0,2.0,62.7
8294,other,3,2197.0,4.0,280.0
8296,other,2,1100.0,2.0,60.0
8297,other,4,1600.0,3.0,172.0
8298,other,3,1450.0,2.0,85.0
8299,other,4,2000.0,3.0,166.0
8303,other,3,1756.0,3.0,100.0
8304,other,3,1532.0,3.0,92.0
8305,other,3,1650.0,3.0,110.0
8306,other,2,1200.0,2.0,66.0
8308,other,3,1525.0,2.0,122.0
8312,other,4,2400.0,3.0,200.0
8313,other,2,1000.0,2.0,130.0
8315,other,2,3040.0,1.0,180.0
8317,other,3,1390.0,3.0,120.0
8319,other,2,1135.0,2.0,68.0
8320,other,2,900.0,2.0,55.0
8324,other,3,2500.0,3.0,250.0
8329,other,3,1168.0,3.0,70.0
8331,other,4,2100.0,4.0,155.0
8333,other,3,1515.0,3.0,93.93
8338,other,6,2700.0,4.0,214.0
8339,other,3,2000.0,3.0,210.0
8340,other,5,2400.0,4.0,300.0
8341,other,3,1760.0,3.0,176.0
8342,other,1,595.0,1.0,42.0
8347,other,2,1170.0,2.0,86.0
8348,other,4,2200.0,4.0,235.0
8349,other,3,1276.0,3.0,95.0
8357,other,3,1650.0,3.0,175.0
8359,other,3,1670.0,3.0,91.86
8363,other,3,1250.0,2.0,80.0
8364,other,3,1650.0,4.0,160.0
8365,other,2,800.0,2.0,50.0
8366,other,2,1225.0,2.0,150.0
8368,other,4,3675.0,4.0,367.0
8369,other,2,1200.0,2.0,150.0
8372,other,2,1350.0,2.0,80.0
8374,other,3,1614.0,3.0,110.0
8375,other,2,1188.0,2.0,73.0
8376,other,3,1480.0,3.0,90.0
8377,other,2,680.0,2.0,42.0
8380,other,2,955.0,2.0,53.55
8382,other,3,2479.13,3.0,215.0
8383,other,2,1100.0,2.0,106.0
8386,other,3,1925.0,3.0,120.0
8387,other,1,650.0,1.0,26.0
8389,other,3,2000.0,3.0,207.0
8390,other,2,1050.0,2.0,110.0
8392,other,3,2204.0,2.0,305.0
8398,other,3,1685.0,2.0,110.0
8400,other,3,1550.0,3.0,110.0
8401,other,1,500.0,1.0,20.0
8403,other,3,3155.0,4.0,370.0
8404,other,3,1765.0,3.0,105.0
8405,other,2,1265.0,2.0,70.0
8406,other,2,1012.0,2.0,59.0
8407,other,3,2045.0,4.0,154.0
8409,other,6,2400.0,4.0,280.0
8410,other,1,581.91,2.0,25.0
8411,other,3,1158.0,2.0,85.0
8412,other,2,925.0,2.0,51.0
8413,other,2,1415.0,2.0,110.0
8416,other,4,4750.0,5.0,600.0
8417,other,3,1840.0,3.0,155.0
8418,other,2,1350.0,2.0,185.0
8419,other,2,824.0,2.0,60.0
8420,other,3,1340.0,2.0,100.0
8421,other,3,1620.0,2.0,110.0
8422,other,3,1533.0,3.0,115.0
8423,other,3,1560.0,3.0,85.0
8425,other,1,750.0,1.0,25.0
8426,other,3,1375.0,2.0,85.0
8433,other,3,1500.0,3.0,88.0
8435,other,2,1140.0,2.0,76.0
8436,other,2,1198.0,2.0,84.0
8437,other,4,4000.0,4.0,520.0
8439,other,2,1370.0,2.0,75.0
8443,other,2,1000.0,1.0,55.0
8444,other,2,1200.0,2.0,125.0
8448,other,1,1050.0,1.0,70.0
8449,other,3,1200.0,2.0,80.0
8457,other,1,400.0,1.0,14.0
8459,other,5,1575.0,4.0,150.0
8461,other,4,4800.0,5.0,629.0
8462,other,2,1200.0,2.0,70.0
8464,other,2,1100.0,2.0,60.0
8466,other,2,1300.0,2.0,79.0
8468,other,4,3500.0,4.0,350.0
8470,other,3,1000.0,2.0,110.0
8477,other,3,2400.0,3.0,260.0
8478,other,3,1533.0,3.0,85.0
8481,other,2,1452.55,2.0,110.0
8482,other,3,2357.0,3.0,151.0
8483,other,2,1170.0,2.0,105.0
8484,other,3,1411.0,3.0,91.72
8486,other,3,3095.0,3.0,375.0
8488,other,3,1100.0,3.0,78.0
8490,other,4,3600.0,4.0,365.0
8493,other,3,1945.0,3.0,120.0
8495,other,3,1650.0,3.0,165.0
8496,other,3,1550.0,2.0,150.0
8498,other,3,1150.0,2.0,75.0
8499,other,3,1200.0,3.0,74.0
8500,other,3,1229.0,3.0,86.03
8501,other,2,1030.0,2.0,61.0
8502,other,1,600.0,1.0,32.0
8503,other,2,1165.0,2.0,135.0
8506,other,4,3000.0,4.0,240.0
8508,other,2,1315.0,2.0,90.0
8509,other,2,1210.0,2.0,72.0
8510,other,6,11338.0,9.0,1000.0
8512,other,4,30000.0,4.0,2100.0
8514,other,2,1170.0,2.0,68.0
8515,other,2,1600.0,2.0,110.0
8517,other,3,1370.0,2.0,75.0
8519,other,3,1980.0,3.0,224.0
8521,other,3,1700.0,3.0,97.0
8522,other,3,1900.0,3.0,160.0
8524,other,2,1100.0,2.0,75.0
8525,other,3,1929.0,3.0,115.0
8526,other,4,3161.0,4.0,214.0
8528,other,3,3515.0,3.0,420.0
8530,other,2,1100.0,2.0,70.0
8534,other,1,700.0,1.0,41.0
8539,other,3,3000.0,3.0,250.0
8540,other,2,1100.0,2.0,61.0
8541,other,1,1260.0,1.0,41.0
8542,other,1,1500.0,1.0,37.5
8543,other,1,600.0,1.0,17.0
8545,other,2,1165.0,2.0,75.0
8546,other,3,1272.0,4.0,75.0
8548,other,5,1600.0,5.0,140.0
8551,other,3,1000.0,2.0,65.0
8553,other,3,2400.0,4.0,325.0
8555,other,2,1463.0,1.0,142.0
8557,other,3,2401.0,3.0,185.0
8558,other,3,1875.0,2.0,235.0
8560,other,1,890.0,1.0,75.0
8563,other,3,2400.0,3.0,290.0
8565,other,3,1690.0,3.0,100.0
8568,other,2,1350.0,2.0,90.0
8569,other,3,1460.0,3.0,88.0
8570,other,3,1685.0,3.0,95.0
8571,other,1,800.0,1.0,52.0
8572,other,4,4000.0,5.0,280.0
8574,other,2,792.0,2.0,70.0
8577,other,5,2400.0,5.0,235.0
8580,other,1,461.82,1.0,31.7
8581,other,3,1500.0,2.0,85.0
